log_id,camera_id,detected_at,object_class,confidence,bbox_x,bbox_y,bbox_width,bbox_height
455,3,2024-06-04 06:00:00,person,0.956,1090,113,198,20
456,1,2024-06-01 02:03:00,person,0.91,180,845,143,42
457,1,2024-06-07 15:18:00,person,0.916,834,349,71,56
458,3,2024-06-01 07:18:00,vehicle,0.99,97,499,108,169
459,3,2024-06-07 13:26:00,vehicle,0.898,204,27,130,84
460,1,2024-06-02 03:33:00,person,0.745,40,700,127,69
463,1,2024-06-05 19:00:00,person,0.803,964,346,30,217
464,1,2024-06-07 05:32:00,vehicle,0.777,910,595,64,283
465,4,2024-06-03 05:58:00,person,0.797,1110,270,167,145
466,1,2024-06-06 10:31:00,vehicle,0.851,1772,92,218,118
467,3,2024-06-04 12:47:00,person,0.823,176,293,270,187
468,4,2024-06-01 03:36:00,person,0.566,561,291,299,56
469,4,2024-06-06 10:41:00,person,0.85,445,95,96,202
470,4,2024-06-03 06:01:00,person,0.597,763,211,116,85
471,1,2024-06-06 15:05:00,unattended_bag,0.451,238,319,147,96
472,3,2024-06-04 19:25:00,vehicle,0.711,1537,550,278,198
473,4,2024-06-04 04:42:00,vehicle,0.65,1685,331,199,119
474,2,2024-06-05 11:33:00,person,0.685,914,337,255,92
475,3,2024-06-07 23:12:00,person,0.778,400,9,131,246
476,4,2024-06-02 05:25:00,person,0.843,282,321,276,141
477,2,2024-06-06 23:48:00,person,0.708,755,284,277,252
478,3,2024-06-03 08:03:00,vehicle,0.924,1541,572,292,125
479,4,2024-06-06 11:50:00,person,0.71,4,179,59,253
480,2,2024-06-07 02:20:00,person,0.748,55,968,79,98
481,1,2024-06-07 00:33:00,vehicle,0.796,1076,321,143,185
482,3,2024-06-06 08:21:00,unattended_bag,0.981,447,872,280,99
483,4,2024-06-04 17:39:00,person,0.876,610,738,114,88
484,1,2024-06-04 19:06:00,person,0.768,275,955,90,157
485,4,2024-06-02 06:25:00,vehicle,0.824,754,810,210,258
486,3,2024-06-02 10:15:00,vehicle,0.667,511,676,49,41
487,4,2024-06-07 06:01:00,vehicle,0.924,1722,425,159,292
488,3,2024-06-05 07:36:00,vehicle,0.628,196,123,71,116
489,3,2024-06-02 08:45:00,vehicle,0.874,1413,748,196,42
490,3,2024-06-05 17:08:00,vehicle,0.878,192,29,243,262
491,2,2024-06-06 23:13:00,vehicle,0.476,381,165,121,139
492,3,2024-06-05 06:44:00,person,0.838,335,75,165,223
493,3,2024-06-03 08:17:00,person,0.756,1351,74,79,50
494,1,2024-06-05 20:04:00,vehicle,0.704,152,217,235,68
495,2,2024-06-01 10:57:00,person,0.876,1168,193,162,177
496,3,2024-06-01 23:20:00,person,0.707,1749,108,77,178
497,2,2024-06-04 12:23:00,person,0.805,39,19,228,98
498,4,2024-06-02 13:53:00,person,0.796,279,763,40,89
499,2,2024-06-07 11:59:00,vehicle,0.64,1460,573,146,267
500,4,2024-06-05 03:15:00,person,0.842,1470,979,290,113
501,2,2024-06-01 04:31:00,person,0.733,1292,833,30,166
502,4,2024-06-03 07:42:00,person,0.964,583,376,76,56
503,4,2024-06-02 19:54:00,vehicle,0.771,1326,612,280,285
504,1,2024-06-05 19:40:00,person,0.854,1375,416,32,277
505,3,2024-06-01 18:21:00,vehicle,0.678,355,370,295,267
506,4,2024-06-07 13:19:00,vehicle,0.739,682,756,114,121
507,2,2024-06-07 20:06:00,person,0.693,1005,119,174,62
508,4,2024-06-07 15:58:00,vehicle,0.839,827,715,51,50
509,1,2024-06-04 16:39:00,vehicle,0.816,1220,698,283,103
510,1,2024-06-02 04:34:00,person,0.983,1735,641,210,153
511,3,2024-06-03 01:37:00,person,0.694,936,679,55,199
512,2,2024-06-04 00:45:00,vehicle,0.855,773,139,271,167
513,4,2024-06-02 00:48:00,person,0.864,63,306,292,274
514,4,2024-06-06 00:40:00,person,0.835,1368,755,106,275
515,3,2024-06-05 17:51:00,vehicle,0.87,1210,801,33,193
516,3,2024-06-06 23:08:00,vehicle,0.774,573,765,48,36
517,3,2024-06-06 16:25:00,vehicle,0.99,850,283,115,262
518,4,2024-06-06 02:07:00,person,0.859,1265,979,270,45
519,1,2024-06-02 16:49:00,unattended_bag,0.928,527,694,50,45
520,1,2024-06-05 04:50:00,person,0.99,592,937,52,68
521,1,2024-06-06 13:54:00,vehicle,0.814,500,699,166,120
522,4,2024-06-03 02:13:00,person,0.955,899,221,245,201
523,1,2024-06-01 01:56:00,vehicle,0.824,767,763,185,271
524,1,2024-06-05 04:53:00,person,0.824,1236,915,289,99
525,3,2024-06-02 03:14:00,person,0.826,828,116,114,185
526,1,2024-06-06 18:07:00,person,0.737,132,304,264,270
527,3,2024-06-04 06:31:00,vehicle,0.537,1687,734,171,64
528,1,2024-06-06 13:22:00,person,0.787,422,442,274,127
529,1,2024-06-03 12:06:00,vehicle,0.676,1308,522,139,253
530,3,2024-06-01 20:40:00,person,0.769,1119,807,211,233
531,3,2024-06-05 01:30:00,person,0.598,1422,26,254,297
532,3,2024-06-02 20:33:00,person,0.837,547,357,195,42
533,4,2024-06-07 13:31:00,vehicle,0.683,1592,73,118,100
534,4,2024-06-07 05:39:00,person,0.945,915,941,66,82
535,3,2024-06-02 06:50:00,person,0.824,1733,571,61,180
536,3,2024-06-07 09:55:00,vehicle,0.99,502,653,165,214
537,2,2024-06-04 03:36:00,person,0.836,548,332,121,109
538,4,2024-06-04 01:28:00,vehicle,0.94,441,529,216,206
539,2,2024-06-07 05:27:00,person,0.852,357,166,230,33
540,4,2024-06-03 17:08:00,person,0.853,157,722,241,102
541,1,2024-06-07 04:59:00,vehicle,0.929,1363,302,131,82
542,2,2024-06-02 16:19:00,person,0.883,959,356,132,77
543,2,2024-06-01 10:23:00,person,0.66,1463,492,163,29
544,2,2024-06-06 17:37:00,person,0.841,614,503,202,38
545,4,2024-06-01 10:55:00,person,0.7,1508,553,212,23
546,3,2024-06-04 04:23:00,person,0.953,1233,685,241,259
547,1,2024-06-04 04:37:00,person,0.565,1271,947,204,147
549,4,2024-06-07 05:36:00,person,0.827,311,582,211,44
550,3,2024-06-05 15:04:00,person,0.821,1606,368,67,267
551,3,2024-06-04 22:07:00,person,0.293,1205,321,180,239
552,3,2024-06-03 09:33:00,person,0.824,691,87,186,276
553,4,2024-06-03 06:13:00,vehicle,0.792,1082,851,127,109
554,3,2024-06-05 11:19:00,person,0.889,644,671,120,250
556,2,2024-06-02 06:10:00,person,0.99,395,239,135,230
557,4,2024-06-05 09:11:00,person,0.666,697,957,177,146
558,4,2024-06-04 04:55:00,person,0.878,79,603,122,145
560,1,2024-06-04 02:09:00,vehicle,0.797,881,334,123,153
561,4,2024-06-05 05:20:00,vehicle,0.843,449,955,72,63
562,3,2024-06-07 08:28:00,person,0.728,1593,848,89,173
564,4,2024-06-03 17:49:00,person,0.99,1000,815,65,21
565,2,2024-06-04 09:27:00,person,0.99,1148,263,97,236
566,4,2024-06-05 20:55:00,person,0.792,332,508,254,193
567,1,2024-06-01 12:39:00,person,0.502,917,561,259,99
569,3,2024-06-03 05:42:00,vehicle,0.987,710,973,143,208
570,2,2024-06-03 13:35:00,person,0.64,560,38,206,217
571,2,2024-06-03 07:31:00,person,0.775,651,999,288,70
572,4,2024-06-06 17:40:00,person,0.913,660,927,155,53
573,2,2024-06-01 18:31:00,vehicle,0.89,123,284,181,22
574,1,2024-06-05 09:55:00,person,0.85,759,710,31,186
575,4,2024-06-01 06:32:00,person,0.75,851,850,106,55
576,1,2024-06-07 17:22:00,unattended_bag,0.895,1637,145,119,105
577,3,2024-06-02 16:18:00,person,0.79,23,534,113,104
578,3,2024-06-06 01:07:00,vehicle,0.813,1478,662,90,228
579,1,2024-06-04 22:41:00,vehicle,0.841,1236,437,49,77
580,4,2024-06-03 10:58:00,person,0.716,1323,46,152,279
581,1,2024-06-06 08:28:00,vehicle,0.919,404,514,59,221
583,2,2024-06-04 20:17:00,person,0.555,398,141,255,287
584,2,2024-06-02 11:36:00,vehicle,0.819,426,795,213,51
585,3,2024-06-05 15:54:00,vehicle,0.99,1522,12,184,88
586,1,2024-06-06 06:21:00,person,0.958,1510,3,37,66
587,1,2024-06-03 11:14:00,person,0.73,1023,135,23,230
588,4,2024-06-04 02:31:00,person,0.819,1146,969,163,50
589,4,2024-06-03 04:15:00,person,0.955,118,882,22,208
590,2,2024-06-02 11:55:00,person,0.864,1763,233,238,208
591,4,2024-06-07 22:55:00,person,0.778,38,988,285,259
592,1,2024-06-04 22:41:00,vehicle,0.815,1186,625,285,113
593,3,2024-06-04 14:17:00,person,0.687,1470,520,291,267
594,3,2024-06-02 03:38:00,person,0.784,1284,328,111,198
595,1,2024-06-07 11:37:00,person,0.661,319,257,148,280
596,1,2024-06-07 18:25:00,vehicle,0.711,1781,890,181,241
597,1,2024-06-04 19:33:00,person,0.863,1295,905,159,137
598,3,2024-06-03 18:18:00,person,0.702,584,29,166,260
599,4,2024-06-02 19:38:00,person,0.839,1699,618,231,289
600,1,2024-06-06 10:09:00,person,0.907,231,230,47,299
602,1,2024-06-04 15:15:00,person,0.812,258,231,239,38
603,1,2024-06-01 12:51:00,person,0.731,24,528,205,230
604,1,2024-06-03 07:46:00,person,0.824,197,529,90,132
605,4,2024-06-04 04:40:00,person,0.767,602,887,171,51
607,2,2024-06-03 23:46:00,vehicle,0.668,396,758,56,117
608,3,2024-06-06 13:34:00,vehicle,0.81,245,325,213,214
609,3,2024-06-04 06:20:00,person,0.881,830,986,34,192
610,1,2024-06-06 03:40:00,person,0.777,267,714,252,210
611,4,2024-06-02 08:22:00,vehicle,0.764,766,846,95,89
612,2,2024-06-07 07:55:00,person,0.99,763,713,274,290
613,3,2024-06-04 21:37:00,unattended_bag,0.824,282,170,57,105
614,1,2024-06-03 12:14:00,vehicle,0.942,744,188,283,147
615,3,2024-06-05 04:52:00,person,0.922,241,526,103,213
616,1,2024-06-06 02:23:00,vehicle,0.904,122,944,102,152
617,1,2024-06-04 21:25:00,vehicle,0.763,482,808,67,262
618,3,2024-06-02 13:49:00,vehicle,0.99,1589,24,24,199
619,4,2024-06-01 17:56:00,person,0.832,370,216,99,230
620,2,2024-06-07 05:37:00,person,0.759,1308,335,100,201
621,2,2024-06-02 00:10:00,person,0.99,217,995,58,133
622,2,2024-06-04 12:36:00,unattended_bag,0.953,710,780,138,233
623,4,2024-06-03 22:59:00,person,0.99,1477,211,78,37
624,1,2024-06-07 03:03:00,person,0.99,1758,166,223,155
625,1,2024-06-02 12:32:00,person,0.955,832,378,276,159
626,4,2024-06-01 18:30:00,vehicle,0.887,1042,993,61,92
628,3,2024-06-04 05:34:00,person,0.837,1329,787,92,56
629,2,2024-06-07 03:14:00,person,0.926,177,743,66,281
630,3,2024-06-02 12:24:00,person,0.779,1175,822,286,128
631,1,2024-06-07 09:44:00,person,0.871,1385,960,130,278
632,1,2024-06-07 10:50:00,person,0.964,1708,253,101,88
633,4,2024-06-03 00:55:00,person,0.99,1418,723,108,141
634,2,2024-06-05 05:20:00,person,0.781,1744,860,74,48
635,4,2024-06-06 21:13:00,vehicle,0.734,1242,130,281,61
636,2,2024-06-02 10:39:00,vehicle,0.649,744,621,232,214
637,2,2024-06-03 14:19:00,person,0.763,429,518,179,121
638,2,2024-06-07 17:54:00,person,0.921,274,61,90,89
639,2,2024-06-02 05:26:00,person,0.633,1521,938,113,168
640,1,2024-06-06 10:14:00,vehicle,0.85,673,786,85,238
641,3,2024-06-07 14:52:00,person,0.739,579,576,256,200
642,3,2024-06-01 13:54:00,vehicle,0.99,649,275,241,235
643,2,2024-06-07 00:27:00,person,0.89,1418,589,87,144
644,1,2024-06-01 20:33:00,person,0.888,809,598,247,169
645,3,2024-06-04 09:53:00,person,0.922,1448,360,249,161
646,3,2024-06-02 09:33:00,person,0.822,212,142,119,104
647,2,2024-06-01 09:13:00,person,0.718,244,95,85,193
648,3,2024-06-01 02:52:00,person,0.959,444,267,134,259
649,3,2024-06-05 08:06:00,vehicle,0.927,1773,248,138,81
650,4,2024-06-07 19:42:00,person,0.95,600,367,51,291
651,3,2024-06-05 04:02:00,person,0.89,406,766,87,174
652,1,2024-06-01 01:30:00,person,0.746,1523,227,241,26
654,3,2024-06-04 06:47:00,vehicle,0.976,172,63,111,145
655,2,2024-06-06 11:34:00,vehicle,0.859,945,934,54,222
657,2,2024-06-05 00:54:00,person,0.99,1516,74,229,244
658,3,2024-06-04 08:13:00,person,0.959,849,558,63,127
659,3,2024-06-02 18:36:00,person,0.882,1113,173,58,294
660,3,2024-06-03 08:36:00,person,0.815,1541,744,122,153
661,3,2024-06-07 03:39:00,vehicle,0.99,576,40,245,43
662,1,2024-06-03 15:10:00,person,0.99,1412,463,190,202
663,3,2024-06-01 03:34:00,vehicle,0.824,544,392,128,145
664,4,2024-06-05 05:38:00,person,0.922,454,843,30,91
665,3,2024-06-07 22:00:00,person,0.858,62,480,215,28
666,3,2024-06-06 11:19:00,person,0.806,184,828,71,76
667,1,2024-06-01 10:45:00,vehicle,0.735,634,280,85,297
668,2,2024-06-02 18:06:00,person,0.593,786,569,56,60
669,2,2024-06-01 21:57:00,person,0.828,1603,926,86,91
670,4,2024-06-03 09:59:00,vehicle,0.726,770,508,132,290
671,4,2024-06-05 05:21:00,person,0.798,234,125,64,255
672,1,2024-06-06 01:53:00,person,0.702,678,523,230,212
673,1,2024-06-05 07:36:00,person,0.677,904,78,147,204
674,3,2024-06-02 22:59:00,person,0.698,1331,713,50,38
675,1,2024-06-07 14:17:00,person,0.824,727,349,149,294
676,3,2024-06-05 09:14:00,vehicle,0.778,350,548,134,110
677,4,2024-06-04 12:36:00,vehicle,0.829,1340,496,227,130
678,3,2024-06-07 10:04:00,person,0.916,1263,651,214,223
679,4,2024-06-01 14:33:00,person,0.855,434,591,182,95
682,3,2024-06-06 12:27:00,person,0.99,362,156,204,24
683,4,2024-06-01 17:05:00,vehicle,0.737,777,407,267,217
684,2,2024-06-05 23:19:00,person,0.871,1446,54,297,187
685,3,2024-06-02 17:32:00,person,0.99,29,908,113,159
686,1,2024-06-06 10:05:00,person,0.824,1445,340,235,130
687,4,2024-06-04 01:04:00,vehicle,0.942,628,954,108,290
688,4,2024-06-02 10:36:00,vehicle,0.907,467,836,41,123
689,4,2024-06-04 21:14:00,person,0.66,220,603,186,291
690,3,2024-06-06 19:06:00,vehicle,0.727,1331,782,32,37
691,2,2024-06-01 05:07:00,unattended_bag,0.586,1714,115,174,284
692,3,2024-06-03 04:34:00,person,0.871,1528,811,189,102
693,3,2024-06-01 15:27:00,person,0.912,903,158,22,116
694,4,2024-06-07 12:08:00,person,0.99,1518,32,235,160
696,4,2024-06-06 18:50:00,person,0.698,1143,167,275,270
697,4,2024-06-02 20:14:00,person,0.663,1230,726,30,154
698,1,2024-06-02 18:54:00,person,0.85,1349,175,238,203
699,1,2024-06-02 11:12:00,person,0.79,598,501,102,77
700,3,2024-06-03 20:09:00,person,0.822,1646,536,111,84
701,2,2024-06-06 23:29:00,person,0.768,1152,210,217,216
702,2,2024-06-02 14:37:00,person,0.917,98,76,165,228
703,1,2024-06-02 07:56:00,person,0.832,1636,954,248,231
704,2,2024-06-05 13:17:00,person,0.983,283,417,294,203
705,2,2024-06-06 05:29:00,vehicle,0.99,50,463,80,237
706,4,2024-06-02 22:24:00,vehicle,0.742,865,699,71,40
707,2,2024-06-03 09:07:00,vehicle,0.787,130,366,142,101
708,4,2024-06-05 21:45:00,unattended_bag,0.561,1596,788,270,291
709,1,2024-06-06 11:33:00,person,0.606,1050,850,256,178
710,4,2024-06-05 04:25:00,person,0.937,501,510,126,228
711,4,2024-06-05 09:44:00,vehicle,0.786,1607,35,109,190
712,1,2024-06-01 10:32:00,person,0.824,33,306,57,183
713,3,2024-06-05 10:48:00,person,0.824,1428,645,131,228
714,1,2024-06-01 03:18:00,vehicle,0.726,917,403,23,150
715,2,2024-06-05 23:08:00,person,0.947,291,429,155,218
716,2,2024-06-02 00:44:00,person,0.84,741,169,183,45
717,1,2024-06-01 14:29:00,person,0.824,271,181,227,156
718,4,2024-06-06 17:06:00,vehicle,0.891,50,553,213,49
719,1,2024-06-07 11:14:00,vehicle,0.673,782,877,94,61
720,3,2024-06-07 18:08:00,person,0.957,855,916,244,281
721,3,2024-06-04 19:10:00,person,0.748,1568,302,32,66
722,3,2024-06-05 05:02:00,person,0.814,814,386,200,250
723,4,2024-06-03 05:29:00,person,0.745,1429,585,205,46
724,2,2024-06-04 01:13:00,person,0.696,1526,465,35,178
725,4,2024-06-03 17:04:00,vehicle,0.871,1190,792,272,216
726,3,2024-06-03 14:43:00,person,0.703,823,763,260,44
727,1,2024-06-07 12:46:00,person,0.81,289,558,120,110
728,4,2024-06-02 17:42:00,person,0.922,495,727,121,186
729,2,2024-06-01 02:50:00,vehicle,0.866,1064,516,176,176
730,2,2024-06-06 15:24:00,person,0.878,311,309,36,50
731,3,2024-06-06 12:45:00,vehicle,0.747,960,537,171,129
732,3,2024-06-04 22:38:00,vehicle,0.832,1448,381,88,228
733,4,2024-06-01 22:28:00,person,0.791,849,543,120,56
734,4,2024-06-06 15:43:00,person,0.695,1649,356,67,262
735,2,2024-06-01 17:41:00,person,0.763,1706,724,287,138
736,4,2024-06-07 09:07:00,vehicle,0.581,1590,737,174,160
737,2,2024-06-06 12:05:00,person,0.91,91,95,278,113
738,3,2024-06-01 07:55:00,vehicle,0.652,426,680,193,198
739,1,2024-06-05 03:15:00,person,0.843,1599,352,61,81
740,2,2024-06-07 07:44:00,vehicle,0.824,291,440,156,183
741,2,2024-06-06 07:42:00,person,0.784,643,817,243,297
742,2,2024-06-04 18:05:00,person,0.988,1663,104,34,67
743,1,2024-06-07 15:22:00,person,0.757,1276,406,28,264
744,4,2024-06-02 13:45:00,person,0.789,77,618,103,112
745,1,2024-06-03 15:18:00,person,0.903,421,972,206,241
746,4,2024-06-03 06:55:00,vehicle,0.675,1298,907,173,57
747,1,2024-06-01 20:49:00,person,0.705,40,5,74,224
748,3,2024-06-06 01:04:00,person,0.911,962,677,33,134
750,3,2024-06-01 20:13:00,person,0.961,1056,116,157,204
751,4,2024-06-03 10:11:00,person,0.851,1176,646,203,23
752,3,2024-06-01 05:22:00,person,0.858,219,549,175,33
753,4,2024-06-07 07:28:00,vehicle,0.95,1312,895,143,225
754,1,2024-06-07 13:09:00,person,0.619,1527,140,115,226
755,2,2024-06-03 01:34:00,vehicle,0.736,1348,361,41,45
756,2,2024-06-05 19:54:00,person,0.932,1183,79,139,89
757,4,2024-06-03 09:49:00,vehicle,0.732,0,563,256,52
758,4,2024-06-06 03:51:00,vehicle,0.815,10,236,66,59
759,3,2024-06-04 03:53:00,person,0.852,1511,708,28,233
760,2,2024-06-02 07:22:00,vehicle,0.636,171,537,255,112
761,1,2024-06-02 21:20:00,vehicle,0.773,1079,366,190,158
762,2,2024-06-03 01:58:00,person,0.801,519,428,28,161
764,2,2024-06-05 08:35:00,vehicle,0.914,1585,944,244,197
765,2,2024-06-02 12:49:00,vehicle,0.656,1303,744,72,78
766,2,2024-06-03 17:43:00,vehicle,0.939,654,953,71,133
767,4,2024-06-06 15:16:00,vehicle,0.883,1409,187,130,298
768,2,2024-06-01 19:35:00,vehicle,0.859,1128,952,86,123
769,4,2024-06-06 00:18:00,unattended_bag,0.849,1531,348,227,46
770,2,2024-06-02 05:22:00,person,0.662,531,3,278,132
771,3,2024-06-02 13:42:00,vehicle,0.856,184,768,23,156
772,2,2024-06-05 11:29:00,person,0.875,1641,935,220,141
773,3,2024-06-06 18:23:00,vehicle,0.723,1783,846,260,199
774,4,2024-06-02 08:39:00,vehicle,0.813,982,262,171,259
775,1,2024-06-04 14:13:00,person,0.949,1273,646,205,134
776,2,2024-06-06 10:42:00,person,0.764,221,369,79,222
777,1,2024-06-07 01:43:00,person,0.99,887,733,269,24
779,4,2024-06-01 13:35:00,person,0.745,215,490,248,102
780,4,2024-06-01 22:11:00,person,0.83,944,578,205,53
781,4,2024-06-01 06:20:00,person,0.828,1726,43,258,252
782,3,2024-06-06 13:25:00,person,0.632,760,477,79,281
784,2,2024-06-04 16:00:00,vehicle,0.737,1765,751,297,98
786,1,2024-06-05 08:24:00,person,0.762,1046,356,81,137
787,1,2024-06-04 15:35:00,vehicle,0.73,674,79,268,162
788,1,2024-06-02 02:55:00,vehicle,0.933,678,13,292,86
789,1,2024-06-06 00:20:00,person,0.966,1266,868,43,210
790,1,2024-06-06 09:21:00,person,0.72,1011,602,297,160
791,1,2024-06-02 03:38:00,vehicle,0.841,553,239,264,271
792,4,2024-06-04 12:32:00,person,0.795,1337,930,170,117
793,1,2024-06-03 11:05:00,unattended_bag,0.782,23,489,41,37
794,4,2024-06-05 21:37:00,person,0.99,1696,270,134,68
795,3,2024-06-01 17:50:00,vehicle,0.881,371,209,48,62
796,3,2024-06-02 02:45:00,person,0.641,405,379,81,149
797,1,2024-06-06 17:01:00,unattended_bag,0.829,1613,735,253,82
798,3,2024-06-01 14:15:00,person,0.815,809,918,225,99
799,3,2024-06-01 17:43:00,person,0.7,441,528,178,260
800,4,2024-06-03 07:25:00,unattended_bag,0.688,1205,735,247,295
801,3,2024-06-04 08:47:00,vehicle,0.821,119,563,239,291
802,3,2024-06-05 01:21:00,person,0.879,160,701,53,224
805,1,2024-06-05 17:03:00,person,0.622,1049,351,63,297
806,1,2024-06-06 19:11:00,person,0.926,942,558,294,79
807,3,2024-06-05 08:35:00,vehicle,0.846,193,90,248,235
808,1,2024-06-07 05:34:00,vehicle,0.824,1113,926,247,45
809,1,2024-06-04 06:09:00,vehicle,0.911,1599,726,220,203
810,3,2024-06-04 00:22:00,vehicle,0.609,1509,967,21,177
811,4,2024-06-06 23:25:00,vehicle,0.81,17,489,175,23
812,3,2024-06-01 08:12:00,person,0.99,1156,974,287,249
813,3,2024-06-07 21:08:00,person,0.866,1605,161,180,289
814,2,2024-06-03 23:51:00,person,0.789,618,563,236,257
815,3,2024-06-03 07:57:00,person,0.689,1044,748,32,115
816,3,2024-06-03 10:11:00,vehicle,0.593,1250,163,259,189
817,4,2024-06-03 23:38:00,person,0.821,1503,439,33,263
818,2,2024-06-04 02:36:00,person,0.719,43,47,190,82
819,4,2024-06-02 17:45:00,person,0.713,197,266,286,23
820,2,2024-06-07 04:28:00,person,0.99,753,353,111,251
821,2,2024-06-03 09:11:00,vehicle,0.823,892,570,30,52
822,3,2024-06-06 06:09:00,vehicle,0.755,1762,418,92,112
823,1,2024-06-05 09:17:00,person,0.804,379,912,112,178
824,3,2024-06-03 00:07:00,vehicle,0.973,903,970,135,241
825,4,2024-06-01 16:12:00,person,0.641,62,891,110,134
826,4,2024-06-02 16:17:00,person,0.629,1630,573,95,32
827,4,2024-06-02 10:20:00,person,0.669,449,690,162,74
828,2,2024-06-04 23:49:00,person,0.905,247,431,147,113
829,2,2024-06-01 13:05:00,person,0.829,340,81,221,161
830,3,2024-06-03 08:33:00,person,0.982,202,90,291,138
832,2,2024-06-02 09:01:00,person,0.751,42,123,57,228
833,2,2024-06-03 18:35:00,person,0.916,646,912,289,85
834,2,2024-06-03 23:22:00,vehicle,0.99,510,360,99,29
835,2,2024-06-02 06:26:00,person,0.99,141,477,216,79
836,2,2024-06-01 21:20:00,person,0.858,986,267,76,103
838,4,2024-06-03 13:24:00,person,0.853,1080,112,271,64
839,4,2024-06-03 11:35:00,person,0.795,30,501,130,264
840,2,2024-06-07 12:35:00,person,0.99,262,951,131,27
841,1,2024-06-07 18:35:00,person,0.797,1513,180,180,109
842,1,2024-06-01 00:37:00,person,0.831,771,601,206,105
843,4,2024-06-03 09:58:00,person,0.99,461,770,92,128
844,1,2024-06-07 08:02:00,unattended_bag,0.813,1657,572,273,120
845,4,2024-06-01 20:57:00,person,0.841,96,292,270,251
847,3,2024-06-06 14:58:00,vehicle,0.98,849,196,154,259
848,1,2024-06-05 19:57:00,vehicle,0.972,10,327,127,285
849,2,2024-06-03 11:22:00,vehicle,0.924,249,976,283,168
850,1,2024-06-04 09:51:00,unattended_bag,0.99,763,50,213,132
851,2,2024-06-02 11:29:00,person,0.824,989,336,148,164
852,1,2024-06-03 04:36:00,vehicle,0.939,1604,749,60,44
853,4,2024-06-02 13:58:00,person,0.919,845,208,214,20
854,1,2024-06-04 16:28:00,person,0.633,881,965,142,68
855,2,2024-06-01 01:45:00,person,0.866,493,718,185,186
856,1,2024-06-01 10:31:00,person,0.9,1335,935,187,43
857,4,2024-06-06 08:49:00,vehicle,0.601,910,810,109,123
858,2,2024-06-01 06:03:00,person,0.444,821,48,273,240
859,4,2024-06-02 19:34:00,person,0.884,722,213,198,244
860,3,2024-06-06 09:22:00,person,0.644,282,526,54,84
861,1,2024-06-03 23:49:00,person,0.898,1002,728,288,148
862,1,2024-06-01 02:11:00,person,0.705,549,267,69,252
863,4,2024-06-01 18:01:00,vehicle,0.947,1686,220,239,26
864,3,2024-06-01 15:02:00,person,0.971,1743,738,257,285
865,3,2024-06-05 04:54:00,person,0.771,1405,17,144,211
866,4,2024-06-07 19:54:00,person,0.781,1731,855,193,72
867,4,2024-06-01 14:13:00,person,0.898,1450,779,182,62
868,2,2024-06-01 20:29:00,vehicle,0.985,4,999,284,294
869,1,2024-06-04 19:12:00,person,0.74,1247,856,238,209
870,1,2024-06-03 07:34:00,person,0.873,572,500,35,181
871,2,2024-06-04 22:55:00,person,0.841,950,124,205,76
872,3,2024-06-07 09:56:00,person,0.824,1579,676,120,154
873,2,2024-06-07 11:35:00,unattended_bag,0.754,642,345,97,175
874,2,2024-06-04 08:38:00,vehicle,0.801,1617,327,294,270
875,2,2024-06-03 20:01:00,person,0.728,487,374,153,239
876,4,2024-06-06 06:07:00,person,0.85,1445,475,207,261
878,3,2024-06-04 10:35:00,person,0.99,815,374,285,228
879,3,2024-06-07 06:59:00,person,0.678,1197,528,61,238
880,4,2024-06-06 04:11:00,person,0.824,1586,399,29,282
881,4,2024-06-02 08:16:00,person,0.855,587,478,142,251
882,4,2024-06-05 21:37:00,person,0.648,279,564,32,161
883,1,2024-06-06 18:45:00,person,0.74,840,922,21,237
884,3,2024-06-06 04:51:00,unattended_bag,0.821,350,808,287,116
885,3,2024-06-07 22:29:00,person,0.956,896,967,167,45
886,2,2024-06-05 06:28:00,vehicle,0.904,521,187,269,64
887,2,2024-06-06 12:57:00,unattended_bag,0.805,25,70,267,30
888,4,2024-06-05 23:31:00,person,0.838,1029,340,283,142
889,1,2024-06-04 13:27:00,person,0.837,1150,922,243,203
890,1,2024-06-01 21:42:00,vehicle,0.99,1196,289,284,204
892,2,2024-06-05 07:03:00,vehicle,0.64,84,844,178,241
893,4,2024-06-07 18:12:00,unattended_bag,0.901,146,319,83,69
894,3,2024-06-02 19:43:00,person,0.696,70,885,261,165
895,2,2024-06-04 10:57:00,unattended_bag,0.687,77,598,131,136
896,2,2024-06-04 05:07:00,person,0.824,1737,291,95,205
897,3,2024-06-04 09:07:00,person,0.85,326,835,243,255
898,1,2024-06-05 16:45:00,person,0.736,1682,839,293,165
899,1,2024-06-01 12:13:00,person,0.798,918,282,185,21
900,1,2024-06-07 11:11:00,vehicle,0.888,1727,671,137,37
901,4,2024-06-02 22:43:00,person,0.578,1486,119,168,188
902,1,2024-06-02 01:50:00,person,0.859,938,369,119,243
903,4,2024-06-01 14:06:00,person,0.618,1189,537,163,72
904,4,2024-06-07 13:05:00,vehicle,0.828,1379,409,213,140
905,3,2024-06-02 18:39:00,person,0.976,952,722,196,21
906,3,2024-06-04 17:06:00,person,0.99,520,779,255,192
907,1,2024-06-03 19:59:00,person,0.822,811,880,207,58
908,1,2024-06-06 09:32:00,person,0.916,1002,489,76,64
909,4,2024-06-07 08:53:00,vehicle,0.683,835,757,190,40
910,3,2024-06-07 09:52:00,person,0.866,625,988,144,121
